"","WKT","id","codigo","nomoficial","alt_izqini","alt_izqfin","alt_derini","alt_derfin","nomanter","nom_mapa","tipo_c","long","sentido","cod_sent","observa","bicisenda","lado_ciclo","recorrid_x","ciclo_obse","tooltip_bi","red_jerarq","red_tp","ffcc","tipo_ffcc","comuna","com_par","com_impar","barrio","barrio_par","barrio_imp"
"952","LINESTRING (-58.3671612298644 -34.6193081864964,-58.3684859045207 -34.6194108956435)",14281,3028,"CALVO, CARLOS",102,200,101,199,"EUROPA","CARLOS CALVO","CALLE",122.02,"DECRECIENTE",-1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"953","LINESTRING (-58.3701110780232 -34.6193856173068,-58.3702636259541 -34.6194012268856,-58.3715205771077 -34.6195066168928)",14301,3028,"CALVO, CARLOS",302,400,301,399,"EUROPA","CARLOS CALVO","CALLE",129.97,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"954","LINESTRING (-58.3716039078395 -34.6184813151805,-58.3715281715566 -34.6194173961938,-58.3715205771077 -34.6195066168928)",14302,4016,"DEFENSA",902,1000,901,999,"","DEFENSA","CALLE",114,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"955","LINESTRING (-58.3715205771077 -34.6195066168928,-58.3716299440224 -34.6195157837413,-58.3727792537405 -34.6195948823506,-58.3729419473916 -34.6196032425012)",14317,3028,"CALVO, CARLOS",402,500,401,499,"EUROPA","CARLOS CALVO","CALLE",130.8,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"956","LINESTRING (-58.3743059447007 -34.6196640346354,-58.3744324452889 -34.6196628592341,-58.3758047401344 -34.6196926543715)",14338,3028,"CALVO, CARLOS",602,700,601,699,"EUROPA","CARLOS CALVO","CALLE",137.5,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"957","LINESTRING (-58.3758047401344 -34.6196926543715,-58.3771662177512 -34.6197222151647,-58.3772718462442 -34.6197228530878)",14352,3028,"CALVO, CARLOS",702,800,701,799,"EUROPA","CARLOS CALVO","CALLE",134.6,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"958","LINESTRING (-58.3787315983354 -34.6185220987903,-58.3786985128406 -34.6197311748759)",14358,21004,"TACUARI",902,1000,901,999,"","TACUARI","CALLE",134.16,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2016","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"959","LINESTRING (-58.3814710899909 -34.6185344602215,-58.381439575194 -34.6195724093269,-58.3814460411445 -34.6197541764002)",14364,12112,"LIMA",902,1000,901,999,"","LIMA","CALLE",135.36,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"960","LINESTRING (-58.3810416664296 -34.6197565100623,-58.3814460411445 -34.6197541764002)",14366,3028,"CALVO, CARLOS",1072,1100,1071,1099,"EUROPA","CARLOS CALVO","CALLE",37.09,"CRECIENTE",1,"","Ciclovías","Mano derecha","Calle","Construcción Año 2010 - Datos de Res 67-SSTRANS-2","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"961","LINESTRING (-58.3802544454573 -34.6185016658394,-58.3802480824402 -34.618732368526,-58.3801605099444 -34.6197610536159)",14369,9019,"IRIGOYEN, BERNARDO de",902,1000,901,999,"DEL BUEN ORDEN","BERNARDO DE IRIGOYEN","CALLE",140,"DECRECIENTE",-1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"962","LINESTRING (-58.3801605099444 -34.6197610536159,-58.3803479171693 -34.619760476962,-58.3806186361577 -34.6197589001646)",14370,3028,"CALVO, CARLOS",1002,1030,1001,1029,"EUROPA","CARLOS CALVO","CALLE",42.02,"CRECIENTE",1,"","Ciclovías","Mano derecha","Calle","Construcción Año 2010 - Datos de Res 67-SSTRANS-2","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"963","LINESTRING (-58.3843482414947 -34.6198038362821,-58.3845839394927 -34.6198129323676,-58.3856427457533 -34.6198580481398,-58.3858365306571 -34.6198697207815)",14406,3028,"CALVO, CARLOS",1302,1400,1301,1399,"EUROPA","CARLOS CALVO","CALLE",136.69,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2010","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"964","LINESTRING (-58.3873230149038 -34.6199557975093,-58.3874311076162 -34.6199636113549,-58.3888414380459 -34.6200515236259)",14452,3028,"CALVO, CARLOS",1502,1600,1501,1599,"EUROPA","CARLOS CALVO","CALLE",139.66,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2010","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"965","LINESTRING (-58.3889170277627 -34.6188715555313,-58.3889087090469 -34.6190296509674,-58.3888414380459 -34.6200515236259)",14453,3122,"CEVALLOS, Virrey",902,1000,901,999,"ZEBALLOS - CEVALLOS","VIRREY CEVALLOS","CALLE",131.09,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2010","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"966","LINESTRING (-58.3715205771077 -34.6195066168928,-58.3714554244209 -34.6202676331861)",14503,4016,"DEFENSA",1002,1056,1001,1099,"","DEFENSA","CALLE",84.64,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"967","LINESTRING (-58.3743059447007 -34.6196640346354,-58.3742994210603 -34.6197902989802,-58.3742335291905 -34.6206288523234,-58.3742278532319 -34.6207588497011)",14626,17071,"PERU",1002,1100,1001,1099,"","PERU","CALLE",121.67,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"968","LINESTRING (-58.3758047401344 -34.6196926543715,-58.3758058242301 -34.6197960366588,-58.3757420589367 -34.6207330442119,-58.3757393169234 -34.6208294518232)",14649,3214,"CHACABUCO",1002,1100,1001,1099,"","CHACABUCO","CALLE",126.28,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"969","LINESTRING (-58.3786985128406 -34.6197311748759,-58.3786956815929 -34.6198349769645,-58.3786756565006 -34.6207646923688,-58.3786677040234 -34.6208783501567)",14665,21004,"TACUARI",1002,1100,1001,1099,"","TACUARI","CALLE",127.3,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2016","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"970","LINESTRING (-58.3757393169234 -34.6208294518232,-58.3758640179518 -34.6208401047716,-58.3772321449433 -34.6208831204657)",14666,8035,"HUMBERTO 1°",702,800,701,799,"DE COMERCIO","HUMBERTO 1°","CALLE",137.06,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN TELMO","SAN TELMO","SAN TELMO"
"971","LINESTRING (-58.3772321449433 -34.6208831204657,-58.3785539852563 -34.6208739049597,-58.3786677040234 -34.6208783501567)",14668,8035,"HUMBERTO 1°",802,900,801,899,"DE COMERCIO","HUMBERTO 1°","CALLE",131.67,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"972","LINESTRING (-58.3786677040234 -34.6208783501567,-58.378932536722 -34.6208887449916,-58.3800906761916 -34.6209381325908)",14677,8035,"HUMBERTO 1°",902,1000,901,999,"DE COMERCIO","HUMBERTO 1°","CALLE",130.67,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"973","LINESTRING (-58.3801605099444 -34.6197610536159,-58.3801401677917 -34.6200001975252,-58.3800906761916 -34.6209381325908)",14678,9019,"IRIGOYEN, BERNARDO de",1002,1100,1001,1099,"DEL BUEN ORDEN","BERNARDO DE IRIGOYEN","CALLE",130.75,"DECRECIENTE",-1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
"974","LINESTRING (-58.3814460411445 -34.6197541764002,-58.3814612161656 -34.6201757408917,-58.3814590886237 -34.6209546218914)",14682,12112,"LIMA",1002,1100,1001,1099,"","LIMA","CALLE",133.19,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"CONSTITUCION","CONSTITUCION","CONSTITUCION"
